"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 01 14:20:22 GMT 2024","Fri Mar 01 14:20:24 GMT 2024","1192","tests","test_playwright_pytest","","","","test_example[chromium]",""
