"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 01 18:20:05 GMT 2024","Fri Mar 01 18:20:07 GMT 2024","1517","tests","test_playwright_pytest","","","","test_example[chromium]",""
